,Unnamed: 0,time,row_384,column_384,rfu_value,replicate,sample_set,gRNA_used,target_added
807,807,02:40:00,O,10,50.13,a,NEB2.1,IVT-11C,no_target
808,808,02:40:00,A,12,192.61,b,2XBB,syn-11C,C11
809,809,02:40:00,C,12,236.572,b,2XBB,IVT-11C,C11
810,810,02:40:00,E,12,5.008,b,2XBB,syn-11C,no_target
811,811,02:40:00,G,12,5.727,b,2XBB,IVT-11C,no_target
812,812,02:40:00,I,12,304.55,b,NEB2.1,syn-11C,C11
813,813,02:40:00,K,12,411.336,b,NEB2.1,IVT-11C,C11
814,814,02:40:00,M,12,3.861,b,NEB2.1,syn-11C,no_target
815,815,02:40:00,O,12,47.554,b,NEB2.1,IVT-11C,no_target
816,816,02:50:00,A,2,332.6980000000001,a,unpurified,B1,RPA_2_B1_16srRNA_10ng
817,817,02:50:00,C,2,247.067,a,unpurified,B1,RPA_2_B1_16srRNA_0.1ng
818,818,02:50:00,E,2,5.487,a,unpurified,B1,RPA_2_B1_16srRNA_0ng
819,819,02:50:00,G,2,293.914,a,unpurified,H6,RPA_48_H6_IS1081_10ng
820,820,02:50:00,I,2,312.2920000000001,a,unpurified,H6,RPA_48_H6_IS1081_0.1ng
821,821,02:50:00,K,2,6.1629999999999985,a,unpurified,H6,RPA_48_H6_IS1081_0ng
822,822,02:50:00,M,2,145.047,a,control,B1,synthetic_B1
823,823,02:50:00,O,2,3.386,a,control,B1,no_target
824,824,02:50:00,A,4,191.282,a,purified,B1,RPA_2_B1_16srRNA_10ng
825,825,02:50:00,C,4,65.57300000000001,a,purified,B1,RPA_2_B1_16srRNA_0.1ng
826,826,02:50:00,E,4,3.43,a,purified,B1,RPA_2_B1_16srRNA_0ng
827,827,02:50:00,G,4,253.005,a,purified,H6,RPA_48_H6_IS1081_10ng
828,828,02:50:00,I,4,289.062,a,purified,H6,RPA_48_H6_IS1081_0.1ng
829,829,02:50:00,K,4,3.905,a,purified,H6,RPA_48_H6_IS1081_0ng
830,830,02:50:00,M,4,199.019,a,control,H6,synthetic_H6
831,831,02:50:00,O,4,3.2960000000000003,a,control,H6,no_target
832,832,02:50:00,A,6,309.4120000000001,b,unpurified,B1,RPA_2_B1_16srRNA_10ng
833,833,02:50:00,C,6,261.431,b,unpurified,B1,RPA_2_B1_16srRNA_0.1ng
834,834,02:50:00,E,6,5.848,b,unpurified,B1,RPA_2_B1_16srRNA_0ng
835,835,02:50:00,G,6,301.972,b,unpurified,H6,RPA_48_H6_IS1081_10ng
836,836,02:50:00,I,6,320.348,b,unpurified,H6,RPA_48_H6_IS1081_0.1ng
837,837,02:50:00,K,6,6.984,b,unpurified,H6,RPA_48_H6_IS1081_0ng
838,838,02:50:00,M,6,151.047,b,control,B1,synthetic_B1
839,839,02:50:00,O,6,3.6,b,control,B1,no_target
840,840,02:50:00,A,8,188.946,b,purified,B1,RPA_2_B1_16srRNA_10ng
841,841,02:50:00,C,8,57.81800000000001,b,purified,B1,RPA_2_B1_16srRNA_0.1ng
842,842,02:50:00,E,8,4.455,b,purified,B1,RPA_2_B1_16srRNA_0ng
843,843,02:50:00,G,8,280.597,b,purified,H6,RPA_48_H6_IS1081_10ng
844,844,02:50:00,I,8,327.38,b,purified,H6,RPA_48_H6_IS1081_0.1ng
845,845,02:50:00,K,8,4.121,b,purified,H6,RPA_48_H6_IS1081_0ng
846,846,02:50:00,M,8,263.688,b,control,H6,synthetic_H6
847,847,02:50:00,O,8,3.829,b,control,H6,no_target
848,848,02:50:00,A,10,228.303,a,2XBB,syn-11C,C11
849,849,02:50:00,C,10,289.46,a,2XBB,IVT-11C,C11
850,850,02:50:00,E,10,5.142,a,2XBB,syn-11C,no_target
851,851,02:50:00,G,10,6.0760000000000005,a,2XBB,IVT-11C,no_target
852,852,02:50:00,I,10,328.116,a,NEB2.1,syn-11C,C11
853,853,02:50:00,K,10,438.159,a,NEB2.1,IVT-11C,C11
854,854,02:50:00,M,10,3.3160000000000003,a,NEB2.1,syn-11C,no_target
855,855,02:50:00,O,10,52.286,a,NEB2.1,IVT-11C,no_target
856,856,02:50:00,A,12,215.723,b,2XBB,syn-11C,C11
857,857,02:50:00,C,12,258.835,b,2XBB,IVT-11C,C11
858,858,02:50:00,E,12,5.518,b,2XBB,syn-11C,no_target
859,859,02:50:00,G,12,5.807,b,2XBB,IVT-11C,no_target
860,860,02:50:00,I,12,306.097,b,NEB2.1,syn-11C,C11
861,861,02:50:00,K,12,414.535,b,NEB2.1,IVT-11C,C11
862,862,02:50:00,M,12,3.63,b,NEB2.1,syn-11C,no_target
863,863,02:50:00,O,12,49.904,b,NEB2.1,IVT-11C,no_target
864,864,03:00:00,A,2,331.986,a,unpurified,B1,RPA_2_B1_16srRNA_10ng
865,865,03:00:00,C,2,256.35400000000004,a,unpurified,B1,RPA_2_B1_16srRNA_0.1ng
866,866,03:00:00,E,2,5.577000000000001,a,unpurified,B1,RPA_2_B1_16srRNA_0ng
867,867,03:00:00,G,2,297.529,a,unpurified,H6,RPA_48_H6_IS1081_10ng
868,868,03:00:00,I,2,313.703,a,unpurified,H6,RPA_48_H6_IS1081_0.1ng
869,869,03:00:00,K,2,6.207000000000002,a,unpurified,H6,RPA_48_H6_IS1081_0ng
870,870,03:00:00,M,2,156.3,a,control,B1,synthetic_B1
871,871,03:00:00,O,2,3.445,a,control,B1,no_target
872,872,03:00:00,A,4,203.546,a,purified,B1,RPA_2_B1_16srRNA_10ng
873,873,03:00:00,C,4,73.304,a,purified,B1,RPA_2_B1_16srRNA_0.1ng
874,874,03:00:00,E,4,3.695,a,purified,B1,RPA_2_B1_16srRNA_0ng
875,875,03:00:00,G,4,260.236,a,purified,H6,RPA_48_H6_IS1081_10ng
876,876,03:00:00,I,4,292.389,a,purified,H6,RPA_48_H6_IS1081_0.1ng
877,877,03:00:00,K,4,3.924,a,purified,H6,RPA_48_H6_IS1081_0ng
878,878,03:00:00,M,4,211.962,a,control,H6,synthetic_H6
879,879,03:00:00,O,4,3.35,a,control,H6,no_target
880,880,03:00:00,A,6,311.642,b,unpurified,B1,RPA_2_B1_16srRNA_10ng
881,881,03:00:00,C,6,267.285,b,unpurified,B1,RPA_2_B1_16srRNA_0.1ng
882,882,03:00:00,E,6,6.2429999999999986,b,unpurified,B1,RPA_2_B1_16srRNA_0ng
883,883,03:00:00,G,6,303.663,b,unpurified,H6,RPA_48_H6_IS1081_10ng
884,884,03:00:00,I,6,327.8730000000001,b,unpurified,H6,RPA_48_H6_IS1081_0.1ng
885,885,03:00:00,K,6,7.1789999999999985,b,unpurified,H6,RPA_48_H6_IS1081_0ng
886,886,03:00:00,M,6,163.392,b,control,B1,synthetic_B1
887,887,03:00:00,O,6,3.87,b,control,B1,no_target
888,888,03:00:00,A,8,206.923,b,purified,B1,RPA_2_B1_16srRNA_10ng
889,889,03:00:00,C,8,66.905,b,purified,B1,RPA_2_B1_16srRNA_0.1ng
890,890,03:00:00,E,8,4.626,b,purified,B1,RPA_2_B1_16srRNA_0ng
891,891,03:00:00,G,8,293.28,b,purified,H6,RPA_48_H6_IS1081_10ng
892,892,03:00:00,I,8,338.18300000000005,b,purified,H6,RPA_48_H6_IS1081_0.1ng
893,893,03:00:00,K,8,4.123,b,purified,H6,RPA_48_H6_IS1081_0ng
894,894,03:00:00,M,8,276.92400000000004,b,control,H6,synthetic_H6
895,895,03:00:00,O,8,3.973,b,control,H6,no_target
896,896,03:00:00,A,10,252.381,a,2XBB,syn-11C,C11
897,897,03:00:00,C,10,313.53,a,2XBB,IVT-11C,C11
898,898,03:00:00,E,10,5.417999999999998,a,2XBB,syn-11C,no_target
899,899,03:00:00,G,10,5.845,a,2XBB,IVT-11C,no_target
900,900,03:00:00,I,10,326.573,a,NEB2.1,syn-11C,C11
901,901,03:00:00,K,10,441.369,a,NEB2.1,IVT-11C,C11
902,902,03:00:00,M,10,3.59,a,NEB2.1,syn-11C,no_target
903,903,03:00:00,O,10,54.536,a,NEB2.1,IVT-11C,no_target
904,904,03:00:00,A,12,239.989,b,2XBB,syn-11C,C11
905,905,03:00:00,C,12,281.62,b,2XBB,IVT-11C,C11
906,906,03:00:00,E,12,5.684,b,2XBB,syn-11C,no_target
907,907,03:00:00,G,12,5.551,b,2XBB,IVT-11C,no_target
908,908,03:00:00,I,12,311.313,b,NEB2.1,syn-11C,C11
909,909,03:00:00,K,12,417.30300000000005,b,NEB2.1,IVT-11C,C11
910,910,03:00:00,M,12,3.725,b,NEB2.1,syn-11C,no_target
911,911,03:00:00,O,12,51.786,b,NEB2.1,IVT-11C,no_target
912,912,03:10:00,A,2,335.011,a,unpurified,B1,RPA_2_B1_16srRNA_10ng
913,913,03:10:00,C,2,267.337,a,unpurified,B1,RPA_2_B1_16srRNA_0.1ng
914,914,03:10:00,E,2,5.581,a,unpurified,B1,RPA_2_B1_16srRNA_0ng
915,915,03:10:00,G,2,296.645,a,unpurified,H6,RPA_48_H6_IS1081_10ng
916,916,03:10:00,I,2,319.473,a,unpurified,H6,RPA_48_H6_IS1081_0.1ng
917,917,03:10:00,K,2,6.444,a,unpurified,H6,RPA_48_H6_IS1081_0ng
918,918,03:10:00,M,2,169.295,a,control,B1,synthetic_B1
919,919,03:10:00,O,2,3.668,a,control,B1,no_target
920,920,03:10:00,A,4,218.614,a,purified,B1,RPA_2_B1_16srRNA_10ng
921,921,03:10:00,C,4,81.845,a,purified,B1,RPA_2_B1_16srRNA_0.1ng
922,922,03:10:00,E,4,3.875,a,purified,B1,RPA_2_B1_16srRNA_0ng
923,923,03:10:00,G,4,266.64,a,purified,H6,RPA_48_H6_IS1081_10ng
924,924,03:10:00,I,4,298.578,a,purified,H6,RPA_48_H6_IS1081_0.1ng
925,925,03:10:00,K,4,4.297,a,purified,H6,RPA_48_H6_IS1081_0ng
926,926,03:10:00,M,4,221.817,a,control,H6,synthetic_H6
927,927,03:10:00,O,4,3.701,a,control,H6,no_target
928,928,03:10:00,A,6,315.847,b,unpurified,B1,RPA_2_B1_16srRNA_10ng
929,929,03:10:00,C,6,274.448,b,unpurified,B1,RPA_2_B1_16srRNA_0.1ng
930,930,03:10:00,E,6,6.475,b,unpurified,B1,RPA_2_B1_16srRNA_0ng
931,931,03:10:00,G,6,308.2270000000001,b,unpurified,H6,RPA_48_H6_IS1081_10ng
932,932,03:10:00,I,6,326.721,b,unpurified,H6,RPA_48_H6_IS1081_0.1ng
933,933,03:10:00,K,6,7.598,b,unpurified,H6,RPA_48_H6_IS1081_0ng
934,934,03:10:00,M,6,178.168,b,control,B1,synthetic_B1
935,935,03:10:00,O,6,3.576,b,control,B1,no_target
936,936,03:10:00,A,8,223.41,b,purified,B1,RPA_2_B1_16srRNA_10ng
937,937,03:10:00,C,8,75.881,b,purified,B1,RPA_2_B1_16srRNA_0.1ng
938,938,03:10:00,E,8,4.873,b,purified,B1,RPA_2_B1_16srRNA_0ng
939,939,03:10:00,G,8,300.447,b,purified,H6,RPA_48_H6_IS1081_10ng
940,940,03:10:00,I,8,347.7940000000001,b,purified,H6,RPA_48_H6_IS1081_0.1ng
941,941,03:10:00,K,8,4.4460000000000015,b,purified,H6,RPA_48_H6_IS1081_0ng
942,942,03:10:00,M,8,291.983,b,control,H6,synthetic_H6
943,943,03:10:00,O,8,4.239,b,control,H6,no_target
944,944,03:10:00,A,10,275.759,a,2XBB,syn-11C,C11
945,945,03:10:00,C,10,340.076,a,2XBB,IVT-11C,C11
946,946,03:10:00,E,10,5.825,a,2XBB,syn-11C,no_target
947,947,03:10:00,G,10,5.687,a,2XBB,IVT-11C,no_target
948,948,03:10:00,I,10,331.6690000000001,a,NEB2.1,syn-11C,C11
949,949,03:10:00,K,10,442.551,a,NEB2.1,IVT-11C,C11
950,950,03:10:00,M,10,3.565,a,NEB2.1,syn-11C,no_target
951,951,03:10:00,O,10,56.289,a,NEB2.1,IVT-11C,no_target
952,952,03:10:00,A,12,263.56,b,2XBB,syn-11C,C11
953,953,03:10:00,C,12,306.476,b,2XBB,IVT-11C,C11
954,954,03:10:00,E,12,5.4289999999999985,b,2XBB,syn-11C,no_target
955,955,03:10:00,G,12,5.9060000000000015,b,2XBB,IVT-11C,no_target
956,956,03:10:00,I,12,306.157,b,NEB2.1,syn-11C,C11
957,957,03:10:00,K,12,421.343,b,NEB2.1,IVT-11C,C11
958,958,03:10:00,M,12,3.707,b,NEB2.1,syn-11C,no_target
959,959,03:10:00,O,12,53.606,b,NEB2.1,IVT-11C,no_target
960,960,03:20:00,A,2,337.47,a,unpurified,B1,RPA_2_B1_16srRNA_10ng
961,961,03:20:00,C,2,272.938,a,unpurified,B1,RPA_2_B1_16srRNA_0.1ng
962,962,03:20:00,E,2,5.791,a,unpurified,B1,RPA_2_B1_16srRNA_0ng
963,963,03:20:00,G,2,299.265,a,unpurified,H6,RPA_48_H6_IS1081_10ng
964,964,03:20:00,I,2,321.33,a,unpurified,H6,RPA_48_H6_IS1081_0.1ng
965,965,03:20:00,K,2,6.925,a,unpurified,H6,RPA_48_H6_IS1081_0ng
966,966,03:20:00,M,2,180.875,a,control,B1,synthetic_B1
967,967,03:20:00,O,2,3.572,a,control,B1,no_target
968,968,03:20:00,A,4,227.894,a,purified,B1,RPA_2_B1_16srRNA_10ng
969,969,03:20:00,C,4,90.248,a,purified,B1,RPA_2_B1_16srRNA_0.1ng
970,970,03:20:00,E,4,3.694,a,purified,B1,RPA_2_B1_16srRNA_0ng
971,971,03:20:00,G,4,272.913,a,purified,H6,RPA_48_H6_IS1081_10ng
972,972,03:20:00,I,4,302.754,a,purified,H6,RPA_48_H6_IS1081_0.1ng
973,973,03:20:00,K,4,4.467,a,purified,H6,RPA_48_H6_IS1081_0ng
974,974,03:20:00,M,4,233.46400000000003,a,control,H6,synthetic_H6
975,975,03:20:00,O,4,3.712,a,control,H6,no_target
976,976,03:20:00,A,6,317.745,b,unpurified,B1,RPA_2_B1_16srRNA_10ng
977,977,03:20:00,C,6,280.351,b,unpurified,B1,RPA_2_B1_16srRNA_0.1ng
978,978,03:20:00,E,6,6.6160000000000005,b,unpurified,B1,RPA_2_B1_16srRNA_0ng
979,979,03:20:00,G,6,313.1020000000001,b,unpurified,H6,RPA_48_H6_IS1081_10ng
980,980,03:20:00,I,6,332.749,b,unpurified,H6,RPA_48_H6_IS1081_0.1ng
981,981,03:20:00,K,6,7.84,b,unpurified,H6,RPA_48_H6_IS1081_0ng
982,982,03:20:00,M,6,189.785,b,control,B1,synthetic_B1
983,983,03:20:00,O,6,3.763,b,control,B1,no_target
984,984,03:20:00,A,8,238.468,b,purified,B1,RPA_2_B1_16srRNA_10ng
985,985,03:20:00,C,8,86.61200000000002,b,purified,B1,RPA_2_B1_16srRNA_0.1ng
986,986,03:20:00,E,8,4.751,b,purified,B1,RPA_2_B1_16srRNA_0ng
987,987,03:20:00,G,8,310.1090000000001,b,purified,H6,RPA_48_H6_IS1081_10ng
988,988,03:20:00,I,8,354.181,b,purified,H6,RPA_48_H6_IS1081_0.1ng
989,989,03:20:00,K,8,4.425,b,purified,H6,RPA_48_H6_IS1081_0ng
990,990,03:20:00,M,8,304.469,b,control,H6,synthetic_H6
991,991,03:20:00,O,8,4.45,b,control,H6,no_target
992,992,03:20:00,A,10,296.535,a,2XBB,syn-11C,C11
993,993,03:20:00,C,10,363.926,a,2XBB,IVT-11C,C11
994,994,03:20:00,E,10,6.023,a,2XBB,syn-11C,no_target
995,995,03:20:00,G,10,6.08,a,2XBB,IVT-11C,no_target
996,996,03:20:00,I,10,333.996,a,NEB2.1,syn-11C,C11
997,997,03:20:00,K,10,444.638,a,NEB2.1,IVT-11C,C11
998,998,03:20:00,M,10,3.573,a,NEB2.1,syn-11C,no_target
999,999,03:20:00,O,10,57.941,a,NEB2.1,IVT-11C,no_target
1000,1000,03:20:00,A,12,286.649,b,2XBB,syn-11C,C11
1001,1001,03:20:00,C,12,328.015,b,2XBB,IVT-11C,C11
1002,1002,03:20:00,E,12,5.854,b,2XBB,syn-11C,no_target
1003,1003,03:20:00,G,12,6.0870000000000015,b,2XBB,IVT-11C,no_target
1004,1004,03:20:00,I,12,312.887,b,NEB2.1,syn-11C,C11
1005,1005,03:20:00,K,12,426.312,b,NEB2.1,IVT-11C,C11
1006,1006,03:20:00,M,12,3.617,b,NEB2.1,syn-11C,no_target
1007,1007,03:20:00,O,12,55.676,b,NEB2.1,IVT-11C,no_target
1008,1008,03:30:00,A,2,338.148,a,unpurified,B1,RPA_2_B1_16srRNA_10ng
1009,1009,03:30:00,C,2,277.125,a,unpurified,B1,RPA_2_B1_16srRNA_0.1ng
1010,1010,03:30:00,E,2,6.215,a,unpurified,B1,RPA_2_B1_16srRNA_0ng
1011,1011,03:30:00,G,2,305.5540000000001,a,unpurified,H6,RPA_48_H6_IS1081_10ng
1012,1012,03:30:00,I,2,325.538,a,unpurified,H6,RPA_48_H6_IS1081_0.1ng
1013,1013,03:30:00,K,2,7.555,a,unpurified,H6,RPA_48_H6_IS1081_0ng
1014,1014,03:30:00,M,2,190.351,a,control,B1,synthetic_B1
1015,1015,03:30:00,O,2,3.783,a,control,B1,no_target
1016,1016,03:30:00,A,4,239.88,a,purified,B1,RPA_2_B1_16srRNA_10ng
1017,1017,03:30:00,C,4,101.589,a,purified,B1,RPA_2_B1_16srRNA_0.1ng
1018,1018,03:30:00,E,4,3.999,a,purified,B1,RPA_2_B1_16srRNA_0ng
1019,1019,03:30:00,G,4,278.315,a,purified,H6,RPA_48_H6_IS1081_10ng
1020,1020,03:30:00,I,4,304.994,a,purified,H6,RPA_48_H6_IS1081_0.1ng
1021,1021,03:30:00,K,4,4.4910000000000005,a,purified,H6,RPA_48_H6_IS1081_0ng
1022,1022,03:30:00,M,4,245.196,a,control,H6,synthetic_H6
1023,1023,03:30:00,O,4,3.924,a,control,H6,no_target
1024,1024,03:30:00,A,6,322.457,b,unpurified,B1,RPA_2_B1_16srRNA_10ng
1025,1025,03:30:00,C,6,286.284,b,unpurified,B1,RPA_2_B1_16srRNA_0.1ng
1026,1026,03:30:00,E,6,7.027,b,unpurified,B1,RPA_2_B1_16srRNA_0ng
1027,1027,03:30:00,G,6,313.356,b,unpurified,H6,RPA_48_H6_IS1081_10ng
1028,1028,03:30:00,I,6,339.289,b,unpurified,H6,RPA_48_H6_IS1081_0.1ng
1029,1029,03:30:00,K,6,8.339,b,unpurified,H6,RPA_48_H6_IS1081_0ng
1030,1030,03:30:00,M,6,200.025,b,control,B1,synthetic_B1
1031,1031,03:30:00,O,6,4.046,b,control,B1,no_target
1032,1032,03:30:00,A,8,254.661,b,purified,B1,RPA_2_B1_16srRNA_10ng
1033,1033,03:30:00,C,8,95.472,b,purified,B1,RPA_2_B1_16srRNA_0.1ng
1034,1034,03:30:00,E,8,4.952,b,purified,B1,RPA_2_B1_16srRNA_0ng
1035,1035,03:30:00,G,8,320.8,b,purified,H6,RPA_48_H6_IS1081_10ng
1036,1036,03:30:00,I,8,363.18,b,purified,H6,RPA_48_H6_IS1081_0.1ng
1037,1037,03:30:00,K,8,4.625,b,purified,H6,RPA_48_H6_IS1081_0ng
1038,1038,03:30:00,M,8,310.882,b,control,H6,synthetic_H6
1039,1039,03:30:00,O,8,4.266,b,control,H6,no_target
1040,1040,03:30:00,A,10,323.182,a,2XBB,syn-11C,C11
1041,1041,03:30:00,C,10,392.001,a,2XBB,IVT-11C,C11
1042,1042,03:30:00,E,10,5.94,a,2XBB,syn-11C,no_target
1043,1043,03:30:00,G,10,6.407,a,2XBB,IVT-11C,no_target
1044,1044,03:30:00,I,10,334.006,a,NEB2.1,syn-11C,C11
1045,1045,03:30:00,K,10,452.717,a,NEB2.1,IVT-11C,C11
1046,1046,03:30:00,M,10,3.406,a,NEB2.1,syn-11C,no_target
1047,1047,03:30:00,O,10,60.892,a,NEB2.1,IVT-11C,no_target
1048,1048,03:30:00,A,12,308.132,b,2XBB,syn-11C,C11
1049,1049,03:30:00,C,12,350.94199999999995,b,2XBB,IVT-11C,C11
1050,1050,03:30:00,E,12,5.89,b,2XBB,syn-11C,no_target
1051,1051,03:30:00,G,12,6.624,b,2XBB,IVT-11C,no_target
1052,1052,03:30:00,I,12,315.528,b,NEB2.1,syn-11C,C11
1053,1053,03:30:00,K,12,430.452,b,NEB2.1,IVT-11C,C11
1054,1054,03:30:00,M,12,3.807,b,NEB2.1,syn-11C,no_target
1055,1055,03:30:00,O,12,58.072,b,NEB2.1,IVT-11C,no_target
1056,1056,03:40:00,A,2,340.454,a,unpurified,B1,RPA_2_B1_16srRNA_10ng
1057,1057,03:40:00,C,2,283.731,a,unpurified,B1,RPA_2_B1_16srRNA_0.1ng
1058,1058,03:40:00,E,2,6.371,a,unpurified,B1,RPA_2_B1_16srRNA_0ng
1059,1059,03:40:00,G,2,303.725,a,unpurified,H6,RPA_48_H6_IS1081_10ng
1060,1060,03:40:00,I,2,329.309,a,unpurified,H6,RPA_48_H6_IS1081_0.1ng
1061,1061,03:40:00,K,2,7.391,a,unpurified,H6,RPA_48_H6_IS1081_0ng
1062,1062,03:40:00,M,2,200.848,a,control,B1,synthetic_B1
1063,1063,03:40:00,O,2,3.978,a,control,B1,no_target
1064,1064,03:40:00,A,4,250.069,a,purified,B1,RPA_2_B1_16srRNA_10ng
1065,1065,03:40:00,C,4,112.316,a,purified,B1,RPA_2_B1_16srRNA_0.1ng
1066,1066,03:40:00,E,4,4.258,a,purified,B1,RPA_2_B1_16srRNA_0ng
1067,1067,03:40:00,G,4,282.56,a,purified,H6,RPA_48_H6_IS1081_10ng
1068,1068,03:40:00,I,4,312.603,a,purified,H6,RPA_48_H6_IS1081_0.1ng
1069,1069,03:40:00,K,4,4.8889999999999985,a,purified,H6,RPA_48_H6_IS1081_0ng
1070,1070,03:40:00,M,4,251.604,a,control,H6,synthetic_H6
1071,1071,03:40:00,O,4,4.044,a,control,H6,no_target
1072,1072,03:40:00,A,6,324.48,b,unpurified,B1,RPA_2_B1_16srRNA_10ng
1073,1073,03:40:00,C,6,290.143,b,unpurified,B1,RPA_2_B1_16srRNA_0.1ng
1074,1074,03:40:00,E,6,7.019,b,unpurified,B1,RPA_2_B1_16srRNA_0ng
1075,1075,03:40:00,G,6,320.076,b,unpurified,H6,RPA_48_H6_IS1081_10ng
1076,1076,03:40:00,I,6,342.897,b,unpurified,H6,RPA_48_H6_IS1081_0.1ng
1077,1077,03:40:00,K,6,8.718,b,unpurified,H6,RPA_48_H6_IS1081_0ng
1078,1078,03:40:00,M,6,212.773,b,control,B1,synthetic_B1
1079,1079,03:40:00,O,6,4.021,b,control,B1,no_target
1080,1080,03:40:00,A,8,270.03,b,purified,B1,RPA_2_B1_16srRNA_10ng
1081,1081,03:40:00,C,8,107.77,b,purified,B1,RPA_2_B1_16srRNA_0.1ng
1082,1082,03:40:00,E,8,5.067,b,purified,B1,RPA_2_B1_16srRNA_0ng
1083,1083,03:40:00,G,8,325.723,b,purified,H6,RPA_48_H6_IS1081_10ng
1084,1084,03:40:00,I,8,369.505,b,purified,H6,RPA_48_H6_IS1081_0.1ng
1085,1085,03:40:00,K,8,4.953,b,purified,H6,RPA_48_H6_IS1081_0ng
1086,1086,03:40:00,M,8,322.579,b,control,H6,synthetic_H6
1087,1087,03:40:00,O,8,4.357,b,control,H6,no_target
1088,1088,03:40:00,A,10,345.796,a,2XBB,syn-11C,C11
1089,1089,03:40:00,C,10,414.015,a,2XBB,IVT-11C,C11
1090,1090,03:40:00,E,10,6.062,a,2XBB,syn-11C,no_target
1091,1091,03:40:00,G,10,6.667999999999998,a,2XBB,IVT-11C,no_target
1092,1092,03:40:00,I,10,338.80300000000005,a,NEB2.1,syn-11C,C11
1093,1093,03:40:00,K,10,453.635,a,NEB2.1,IVT-11C,C11
1094,1094,03:40:00,M,10,3.424,a,NEB2.1,syn-11C,no_target
1095,1095,03:40:00,O,10,62.153,a,NEB2.1,IVT-11C,no_target
1096,1096,03:40:00,A,12,331.242,b,2XBB,syn-11C,C11
1097,1097,03:40:00,C,12,372.983,b,2XBB,IVT-11C,C11
1098,1098,03:40:00,E,12,5.994,b,2XBB,syn-11C,no_target
1099,1099,03:40:00,G,12,6.428,b,2XBB,IVT-11C,no_target
1100,1100,03:40:00,I,12,315.677,b,NEB2.1,syn-11C,C11
1101,1101,03:40:00,K,12,433.891,b,NEB2.1,IVT-11C,C11
1102,1102,03:40:00,M,12,3.719,b,NEB2.1,syn-11C,no_target
1103,1103,03:40:00,O,12,59.073,b,NEB2.1,IVT-11C,no_target
1104,1104,03:50:00,A,2,344.795,a,unpurified,B1,RPA_2_B1_16srRNA_10ng
1105,1105,03:50:00,C,2,290.5370000000001,a,unpurified,B1,RPA_2_B1_16srRNA_0.1ng
1106,1106,03:50:00,E,2,6.579,a,unpurified,B1,RPA_2_B1_16srRNA_0ng
1107,1107,03:50:00,G,2,308.7940000000001,a,unpurified,H6,RPA_48_H6_IS1081_10ng
1108,1108,03:50:00,I,2,335.691,a,unpurified,H6,RPA_48_H6_IS1081_0.1ng
1109,1109,03:50:00,K,2,8.113999999999999,a,unpurified,H6,RPA_48_H6_IS1081_0ng
1110,1110,03:50:00,M,2,213.111,a,control,B1,synthetic_B1
1111,1111,03:50:00,O,2,3.844,a,control,B1,no_target
1112,1112,03:50:00,A,4,258.809,a,purified,B1,RPA_2_B1_16srRNA_10ng
1113,1113,03:50:00,C,4,122.905,a,purified,B1,RPA_2_B1_16srRNA_0.1ng
1114,1114,03:50:00,E,4,3.949,a,purified,B1,RPA_2_B1_16srRNA_0ng
1115,1115,03:50:00,G,4,288.092,a,purified,H6,RPA_48_H6_IS1081_10ng
1116,1116,03:50:00,I,4,320.997,a,purified,H6,RPA_48_H6_IS1081_0.1ng
1117,1117,03:50:00,K,4,4.891,a,purified,H6,RPA_48_H6_IS1081_0ng
1118,1118,03:50:00,M,4,262.42,a,control,H6,synthetic_H6
1119,1119,03:50:00,O,4,4.204,a,control,H6,no_target
1120,1120,03:50:00,A,6,332.0080000000001,b,unpurified,B1,RPA_2_B1_16srRNA_10ng
1121,1121,03:50:00,C,6,297.703,b,unpurified,B1,RPA_2_B1_16srRNA_0.1ng
1122,1122,03:50:00,E,6,7.74,b,unpurified,B1,RPA_2_B1_16srRNA_0ng
1123,1123,03:50:00,G,6,327.07,b,unpurified,H6,RPA_48_H6_IS1081_10ng
1124,1124,03:50:00,I,6,349.38699999999994,b,unpurified,H6,RPA_48_H6_IS1081_0.1ng
1125,1125,03:50:00,K,6,9.299,b,unpurified,H6,RPA_48_H6_IS1081_0ng
1126,1126,03:50:00,M,6,224.763,b,control,B1,synthetic_B1
1127,1127,03:50:00,O,6,4.115,b,control,B1,no_target
1128,1128,03:50:00,A,8,286.291,b,purified,B1,RPA_2_B1_16srRNA_10ng
1129,1129,03:50:00,C,8,119.999,b,purified,B1,RPA_2_B1_16srRNA_0.1ng
1130,1130,03:50:00,E,8,5.544,b,purified,B1,RPA_2_B1_16srRNA_0ng
1131,1131,03:50:00,G,8,334.871,b,purified,H6,RPA_48_H6_IS1081_10ng
1132,1132,03:50:00,I,8,378.069,b,purified,H6,RPA_48_H6_IS1081_0.1ng
1133,1133,03:50:00,K,8,5.14,b,purified,H6,RPA_48_H6_IS1081_0ng
1134,1134,03:50:00,M,8,334.966,b,control,H6,synthetic_H6
1135,1135,03:50:00,O,8,4.4910000000000005,b,control,H6,no_target
1136,1136,03:50:00,A,10,366.487,a,2XBB,syn-11C,C11
1137,1137,03:50:00,C,10,438.6880000000001,a,2XBB,IVT-11C,C11
1138,1138,03:50:00,E,10,6.44,a,2XBB,syn-11C,no_target
1139,1139,03:50:00,G,10,6.487,a,2XBB,IVT-11C,no_target
1140,1140,03:50:00,I,10,345.015,a,NEB2.1,syn-11C,C11
