,column,concentration,concentration_moles,experiment,kit,read,read_number,rfu_value,row,sample_set,standard_substrate,timepoint,well
132,5,10^-14mol/100pM,1e-14,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,1,4337.49,D,AMP_Standards,AMP,,D5
133,5,10^-14mol/100pM,1e-14,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,2,4209.84,D,AMP_Standards,AMP,,D5
134,5,10^-14mol/100pM,1e-14,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,3,4147.82,D,AMP_Standards,AMP,,D5
135,5,10^-14mol/100pM,1e-14,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,4,4110.51,D,AMP_Standards,AMP,,D5
136,5,10^-14mol/100pM,1e-14,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,5,4082.1,D,AMP_Standards,AMP,,D5
137,5,10^-14mol/100pM,1e-14,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,6,3956.56,D,AMP_Standards,AMP,,D5
138,6,10^-14mol/100pM,1e-14,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,1,4387.91,D,AMP_Standards,AMP,,D6
139,6,10^-14mol/100pM,1e-14,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,2,4285.17,D,AMP_Standards,AMP,,D6
140,6,10^-14mol/100pM,1e-14,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,3,4226.35,D,AMP_Standards,AMP,,D6
141,6,10^-14mol/100pM,1e-14,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,4,4183.73,D,AMP_Standards,AMP,,D6
142,6,10^-14mol/100pM,1e-14,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,5,4154.13,D,AMP_Standards,AMP,,D6
143,6,10^-14mol/100pM,1e-14,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,6,4024.98,D,AMP_Standards,AMP,,D6
144,1,1.25e-16mol/1.25pM,1.25e-16,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,1,287750,E,NANCY_DREW,AMP,,E1
145,1,1.25e-16mol/1.25pM,1.25e-16,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,2,288688,E,NANCY_DREW,AMP,,E1
146,1,1.25e-16mol/1.25pM,1.25e-16,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,3,286089,E,NANCY_DREW,AMP,,E1
147,1,1.25e-16mol/1.25pM,1.25e-16,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,4,286197,E,NANCY_DREW,AMP,,E1
148,1,1.25e-16mol/1.25pM,1.25e-16,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,5,281187,E,NANCY_DREW,AMP,,E1
149,1,1.25e-16mol/1.25pM,1.25e-16,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,6,281800,E,NANCY_DREW,AMP,,E1
150,2,1.25e-16mol/1.25pM,1.25e-16,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,1,364515,E,NANCY_DREW,AMP,,E2
151,2,1.25e-16mol/1.25pM,1.25e-16,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,2,358867,E,NANCY_DREW,AMP,,E2
152,2,1.25e-16mol/1.25pM,1.25e-16,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,3,358388,E,NANCY_DREW,AMP,,E2
153,2,1.25e-16mol/1.25pM,1.25e-16,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,4,353989,E,NANCY_DREW,AMP,,E2
154,2,1.25e-16mol/1.25pM,1.25e-16,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,5,346897,E,NANCY_DREW,AMP,,E2
155,2,1.25e-16mol/1.25pM,1.25e-16,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,6,344731,E,NANCY_DREW,AMP,,E2
156,3,1.25e-16mol/1.25pM,1.25e-16,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,1,340067,E,NANCY_DREW,AMP,,E3
157,3,1.25e-16mol/1.25pM,1.25e-16,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,2,336588,E,NANCY_DREW,AMP,,E3
158,3,1.25e-16mol/1.25pM,1.25e-16,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,3,334918,E,NANCY_DREW,AMP,,E3
159,3,1.25e-16mol/1.25pM,1.25e-16,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,4,330846,E,NANCY_DREW,AMP,,E3
160,3,1.25e-16mol/1.25pM,1.25e-16,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,5,328259,E,NANCY_DREW,AMP,,E3
161,3,1.25e-16mol/1.25pM,1.25e-16,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,6,324357,E,NANCY_DREW,AMP,,E3
162,4,10^-13mol/1nM,1e-13,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,1,4317.88,E,AMP_Standards,AMP,,E4
163,4,10^-13mol/1nM,1e-13,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,2,4295.07,E,AMP_Standards,AMP,,E4
164,4,10^-13mol/1nM,1e-13,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,3,4185.24,E,AMP_Standards,AMP,,E4
165,4,10^-13mol/1nM,1e-13,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,4,4086.3,E,AMP_Standards,AMP,,E4
166,4,10^-13mol/1nM,1e-13,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,5,4070.3,E,AMP_Standards,AMP,,E4
167,4,10^-13mol/1nM,1e-13,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,6,4003.57,E,AMP_Standards,AMP,,E4
168,5,10^-13mol/1nM,1e-13,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,1,4433.02,E,AMP_Standards,AMP,,E5
169,5,10^-13mol/1nM,1e-13,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,2,4528.56,E,AMP_Standards,AMP,,E5
170,5,10^-13mol/1nM,1e-13,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,3,4252.86,E,AMP_Standards,AMP,,E5
171,5,10^-13mol/1nM,1e-13,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,4,4260.56,E,AMP_Standards,AMP,,E5
172,5,10^-13mol/1nM,1e-13,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,5,4156.03,E,AMP_Standards,AMP,,E5
173,5,10^-13mol/1nM,1e-13,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,6,4102.01,E,AMP_Standards,AMP,,E5
174,6,10^-13mol/1nM,1e-13,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,1,4415.12,E,AMP_Standards,AMP,,E6
175,6,10^-13mol/1nM,1e-13,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,2,4300.98,E,AMP_Standards,AMP,,E6
176,6,10^-13mol/1nM,1e-13,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,3,4287.37,E,AMP_Standards,AMP,,E6
177,6,10^-13mol/1nM,1e-13,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,4,4172.53,E,AMP_Standards,AMP,,E6
178,6,10^-13mol/1nM,1e-13,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,5,4086.4,E,AMP_Standards,AMP,,E6
179,6,10^-13mol/1nM,1e-13,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,6,3980.97,E,AMP_Standards,AMP,,E6
180,1,1.25e-15mol/12.5pM,1.25e-15,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,1,2105510,F,NANCY_DREW,AMP,,F1
181,1,1.25e-15mol/12.5pM,1.25e-15,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,2,2128430,F,NANCY_DREW,AMP,,F1
182,1,1.25e-15mol/12.5pM,1.25e-15,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,3,2070150,F,NANCY_DREW,AMP,,F1
183,1,1.25e-15mol/12.5pM,1.25e-15,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,4,2121730,F,NANCY_DREW,AMP,,F1
184,1,1.25e-15mol/12.5pM,1.25e-15,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,5,2040780,F,NANCY_DREW,AMP,,F1
185,1,1.25e-15mol/12.5pM,1.25e-15,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,6,2021970,F,NANCY_DREW,AMP,,F1
186,2,1.25e-15mol/12.5pM,1.25e-15,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,1,2290420,F,NANCY_DREW,AMP,,F2
187,2,1.25e-15mol/12.5pM,1.25e-15,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,2,2220630,F,NANCY_DREW,AMP,,F2
188,2,1.25e-15mol/12.5pM,1.25e-15,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,3,2222150,F,NANCY_DREW,AMP,,F2
189,2,1.25e-15mol/12.5pM,1.25e-15,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,4,2213430,F,NANCY_DREW,AMP,,F2
190,2,1.25e-15mol/12.5pM,1.25e-15,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,5,2192010,F,NANCY_DREW,AMP,,F2
191,2,1.25e-15mol/12.5pM,1.25e-15,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,6,2160920,F,NANCY_DREW,AMP,,F2
192,3,1.25e-15mol/12.5pM,1.25e-15,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,1,1965520,F,NANCY_DREW,AMP,,F3
193,3,1.25e-15mol/12.5pM,1.25e-15,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,2,1968360,F,NANCY_DREW,AMP,,F3
194,3,1.25e-15mol/12.5pM,1.25e-15,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,3,1946810,F,NANCY_DREW,AMP,,F3
195,3,1.25e-15mol/12.5pM,1.25e-15,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,4,1940460,F,NANCY_DREW,AMP,,F3
196,3,1.25e-15mol/12.5pM,1.25e-15,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,5,1951050,F,NANCY_DREW,AMP,,F3
197,3,1.25e-15mol/12.5pM,1.25e-15,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,6,1900650,F,NANCY_DREW,AMP,,F3
198,4,10^-12mol/10nM,1e-12,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,1,7553.1,F,AMP_Standards,AMP,,F4
199,4,10^-12mol/10nM,1e-12,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,2,7432.42,F,AMP_Standards,AMP,,F4
200,4,10^-12mol/10nM,1e-12,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,3,7310.34,F,AMP_Standards,AMP,,F4
201,4,10^-12mol/10nM,1e-12,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,4,7312.45,F,AMP_Standards,AMP,,F4
202,4,10^-12mol/10nM,1e-12,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,5,7101.92,F,AMP_Standards,AMP,,F4
203,4,10^-12mol/10nM,1e-12,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,6,7001.86,F,AMP_Standards,AMP,,F4
204,5,10^-12mol/10nM,1e-12,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,1,7620.74,F,AMP_Standards,AMP,,F5
205,5,10^-12mol/10nM,1e-12,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,2,7429.22,F,AMP_Standards,AMP,,F5
206,5,10^-12mol/10nM,1e-12,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,3,7415.71,F,AMP_Standards,AMP,,F5
207,5,10^-12mol/10nM,1e-12,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,4,7254.61,F,AMP_Standards,AMP,,F5
208,5,10^-12mol/10nM,1e-12,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,5,7238.4,F,AMP_Standards,AMP,,F5
209,5,10^-12mol/10nM,1e-12,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,6,7214.89,F,AMP_Standards,AMP,,F5
210,6,10^-12mol/10nM,1e-12,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,1,7236.8,F,AMP_Standards,AMP,,F6
211,6,10^-12mol/10nM,1e-12,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,2,7052.09,F,AMP_Standards,AMP,,F6
212,6,10^-12mol/10nM,1e-12,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,3,6906.2,F,AMP_Standards,AMP,,F6
213,6,10^-12mol/10nM,1e-12,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,4,6905.8,F,AMP_Standards,AMP,,F6
214,6,10^-12mol/10nM,1e-12,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,5,6716.09,F,AMP_Standards,AMP,,F6
215,6,10^-12mol/10nM,1e-12,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,6,6608.33,F,AMP_Standards,AMP,,F6
216,1,1.25e-14mol/125pM,1.25e-14,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,1,4341950,G,NANCY_DREW,AMP,,G1
217,1,1.25e-14mol/125pM,1.25e-14,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,2,4369820,G,NANCY_DREW,AMP,,G1
218,1,1.25e-14mol/125pM,1.25e-14,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,3,4380320,G,NANCY_DREW,AMP,,G1
219,1,1.25e-14mol/125pM,1.25e-14,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,4,4340040,G,NANCY_DREW,AMP,,G1
220,1,1.25e-14mol/125pM,1.25e-14,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,5,4311460,G,NANCY_DREW,AMP,,G1
221,1,1.25e-14mol/125pM,1.25e-14,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,6,4240740,G,NANCY_DREW,AMP,,G1
222,2,1.25e-14mol/125pM,1.25e-14,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,1,4640120,G,NANCY_DREW,AMP,,G2
223,2,1.25e-14mol/125pM,1.25e-14,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,2,4659730,G,NANCY_DREW,AMP,,G2
224,2,1.25e-14mol/125pM,1.25e-14,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,3,4622830,G,NANCY_DREW,AMP,,G2
225,2,1.25e-14mol/125pM,1.25e-14,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,4,4651810,G,NANCY_DREW,AMP,,G2
226,2,1.25e-14mol/125pM,1.25e-14,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,5,4618630,G,NANCY_DREW,AMP,,G2
227,2,1.25e-14mol/125pM,1.25e-14,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,6,4511120,G,NANCY_DREW,AMP,,G2
228,3,1.25e-14mol/125pM,1.25e-14,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,1,4754850,G,NANCY_DREW,AMP,,G3
229,3,1.25e-14mol/125pM,1.25e-14,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,2,4868530,G,NANCY_DREW,AMP,,G3
230,3,1.25e-14mol/125pM,1.25e-14,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,3,4775710,G,NANCY_DREW,AMP,,G3
231,3,1.25e-14mol/125pM,1.25e-14,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,4,4704530,G,NANCY_DREW,AMP,,G3
232,3,1.25e-14mol/125pM,1.25e-14,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,5,4682870,G,NANCY_DREW,AMP,,G3
233,3,1.25e-14mol/125pM,1.25e-14,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,6,4648280,G,NANCY_DREW,AMP,,G3
234,4,10^-11mol/100nM,1e-11,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,1,179145,G,AMP_Standards,AMP,,G4
235,4,10^-11mol/100nM,1e-11,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,2,174252,G,AMP_Standards,AMP,,G4
236,4,10^-11mol/100nM,1e-11,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,3,172032,G,AMP_Standards,AMP,,G4
237,4,10^-11mol/100nM,1e-11,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,4,172587,G,AMP_Standards,AMP,,G4
238,4,10^-11mol/100nM,1e-11,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,5,168980,G,AMP_Standards,AMP,,G4
239,4,10^-11mol/100nM,1e-11,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,6,167573,G,AMP_Standards,AMP,,G4
240,5,10^-11mol/100nM,1e-11,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,1,172257,G,AMP_Standards,AMP,,G5
241,5,10^-11mol/100nM,1e-11,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,2,168838,G,AMP_Standards,AMP,,G5
242,5,10^-11mol/100nM,1e-11,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,3,167324,G,AMP_Standards,AMP,,G5
243,5,10^-11mol/100nM,1e-11,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,4,165970,G,AMP_Standards,AMP,,G5
244,5,10^-11mol/100nM,1e-11,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,5,163517,G,AMP_Standards,AMP,,G5
245,5,10^-11mol/100nM,1e-11,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,6,161897,G,AMP_Standards,AMP,,G5
246,6,10^-11mol/100nM,1e-11,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,1,160340,G,AMP_Standards,AMP,,G6
247,6,10^-11mol/100nM,1e-11,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,2,157471,G,AMP_Standards,AMP,,G6
248,6,10^-11mol/100nM,1e-11,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,3,160419,G,AMP_Standards,AMP,,G6
249,6,10^-11mol/100nM,1e-11,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,4,154039,G,AMP_Standards,AMP,,G6
250,6,10^-11mol/100nM,1e-11,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,5,156661,G,AMP_Standards,AMP,,G6
251,6,10^-11mol/100nM,1e-11,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,6,153629,G,AMP_Standards,AMP,,G6
252,1,1.25e-13mol/1.25nM,1.25e-13,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,1,5421690,H,NANCY_DREW,AMP,,H1
253,1,1.25e-13mol/1.25nM,1.25e-13,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,2,5448140,H,NANCY_DREW,AMP,,H1
254,1,1.25e-13mol/1.25nM,1.25e-13,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,3,5518710,H,NANCY_DREW,AMP,,H1
255,1,1.25e-13mol/1.25nM,1.25e-13,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,4,5438570,H,NANCY_DREW,AMP,,H1
256,1,1.25e-13mol/1.25nM,1.25e-13,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,5,5417240,H,NANCY_DREW,AMP,,H1
257,1,1.25e-13mol/1.25nM,1.25e-13,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,6,5411930,H,NANCY_DREW,AMP,,H1
258,2,1.25e-13mol/1.25nM,1.25e-13,NANCY_DREW,AMP_no_kinase_ENLITEN,100µl per well (Injector 1) 2sec. 1 repeat. 96 well plate. kinetics,1,4939880,H,NANCY_DREW,AMP,,H2
